1;32768;11;60;4
2;32768;2;64;4
3;32768;2;19;4
4;32768;1;37;4
5;32768;1;67;4
6;32768;3;41;4
7;32768;1;36;4
8;32768;1;33;4
9;32768;1;16;4
10;32768;0;70;4
11;32768;1;119;4
12;32768;1;34;4
13;32768;1;33;4
14;32768;0;39;4
15;32768;1;41;4
16;32768;1;60;4
17;32768;0;26;4
18;32768;1;74;4
19;32768;1;24;4
20;32768;1;38;4
21;32768;1;14;4
22;32768;1;103;4
23;32768;1;40;4
24;32768;0;27;4
25;32768;1;61;4
26;32768;0;33;4
27;32768;0;60;4
28;32768;0;61;4
29;32768;1;73;4
30;32768;1;64;4
31;32768;0;48;4
32;32768;1;57;4
33;32768;1;27;4
34;32768;0;22;4
35;32768;1;5;4
36;32768;0;62;4
37;32768;0;22;4
38;32768;1;52;4
39;32768;0;19;4
40;32768;0;34;4
41;32768;0;25;4
42;32768;1;17;4
43;32768;0;39;4
44;32768;1;28;4
45;32768;1;30;4
46;32768;0;12;4
47;32768;1;11;4
48;32768;0;18;4
49;32768;1;22;4
50;32768;1;18;4
51;65536;13;67;4
52;65536;2;51;4
53;65536;2;42;4
54;65536;0;70;4
55;65536;1;63;4
56;65536;1;59;4
57;65536;1;9;4
58;65536;1;79;4
59;65536;1;53;4
60;65536;1;22;4
61;65536;1;25;4
62;65536;1;14;4
63;65536;1;43;4
64;65536;1;27;4
65;65536;1;60;4
66;65536;1;24;4
67;65536;1;103;4
68;65536;1;26;4
69;65536;3;51;4
70;65536;1;30;4
71;65536;1;202;4
72;65536;1;80;4
73;65536;1;52;4
74;65536;0;60;4
75;65536;1;104;4
76;65536;1;45;4
77;65536;0;30;4
78;65536;1;14;4
79;65536;1;50;4
80;65536;1;35;4
81;65536;0;48;4
82;65536;1;40;4
83;65536;2;23;4
84;65536;0;37;4
85;65536;1;21;4
86;65536;1;22;4
87;65536;1;46;4
88;65536;2;39;4
89;65536;1;45;4
90;65536;1;14;4
91;65536;1;67;4
92;65536;1;38;4
93;65536;1;28;4
94;65536;1;33;4
95;65536;1;34;4
96;65536;2;20;4
97;65536;1;24;4
98;65536;1;50;4
99;65536;1;10;4
100;65536;0;30;4
101;131072;13;60;4
102;131072;4;44;4
103;131072;1;36;4
104;131072;2;9;4
105;131072;1;83;4
106;131072;2;36;4
107;131072;2;77;4
108;131072;3;49;4
109;131072;2;29;4
110;131072;2;49;4
111;131072;2;51;4
112;131072;1;56;4
113;131072;2;24;4
114;131072;2;37;4
115;131072;2;59;4
116;131072;1;31;4
117;131072;2;55;4
118;131072;1;47;4
119;131072;2;76;4
120;131072;1;87;4
121;131072;2;34;4
122;131072;1;29;4
123;131072;2;46;4
124;131072;2;69;4
125;131072;2;53;4
126;131072;2;23;4
127;131072;1;41;4
128;131072;2;14;4
129;131072;2;17;4
130;131072;1;30;4
131;131072;2;28;4
132;131072;2;68;4
133;131072;2;22;4
134;131072;1;58;4
135;131072;1;42;4
136;131072;2;13;4
137;131072;1;22;4
138;131072;2;55;4
139;131072;2;26;4
140;131072;2;28;4
141;131072;2;23;4
142;131072;2;29;4
143;131072;2;37;4
144;131072;2;22;4
145;131072;1;44;4
146;131072;2;13;4
147;131072;1;24;4
148;131072;2;14;4
149;131072;2;25;4
150;131072;2;28;4
151;262144;16;87;4
152;262144;4;35;4
153;262144;3;47;4
154;262144;4;59;4
155;262144;3;73;4
156;262144;3;31;4
157;262144;3;48;4
158;262144;4;19;4
159;262144;3;41;4
160;262144;3;35;4
161;262144;3;15;4
162;262144;3;20;4
163;262144;3;38;4
164;262144;3;49;4
165;262144;3;42;4
166;262144;4;41;4
167;262144;3;36;4
168;262144;4;45;4
169;262144;3;42;4
170;262144;4;71;4
